5,"Grand Park Hotel Rovinj, Rovinj",56,16,ROVGRANDPARK
20,"Grand Villa Argentina, Dubrovnik",56,3,DBVGRANDVILAR
20,"Heritage Hotel 19, Split",56,2,SPLHERITAGE19
20,"Heritage Hotel Antique Split, Split",56,2,SPLANTIQUE
20,"Heritage Hotel Cardo, Split",56,2,SPLCARDO
20,"Heritage Hotel Life Palace, Sibenik",56,17,SIBLIFEPALACE
20,"Heritage Hotel Tragos, Trogir",56,19,TROTRAGOS
20,"Heritage Hotel Vila Sikaa, Trogir",56,19,TROVILSIKAA
20,"Heritage Palace Varos, Split",56,2,SPLHPVAR
20,"Heritage Villa Apolon, Stari Grad",56,24,HVAVILAPOLON
20,"Hilton Imperial Dubrovnik, Dubrovnik",56,3,DBVHILTONIMP
20,"Hotel 9, Zagreb",56,5,ZAG9
20,"Hotel Adria, Dubrovnik",56,3,DBVADRIA
20,"Hotel Agava, Opatija",56,18,OPAAGAVA
20,"Hotel Almayer, Zadar",56,21,ZADALMAYER
20,"Hotel Amphora, Split",56,2,SPLAMPH
20,"Hotel Aquarius, Dubrovnik",56,3,DBVAQUARIUS
20,"Hotel Bastion, Zadar",56,21,ZADBASTION
20,"Hotel Bellevue, Losinj",56,22,LOSBELLEVUE
7,"Hotel Bellevue, Dubrovnik",56,3,DBVBELLEVUE
20,"Hotel Bellevue-Superior City Hotel, Sibenik",56,17,SIBBELLEVUESUP
20,"Hotel Bevanda, Opatija",56,18,OPABEVANDA
20,"Hotel Bol, Bol",56,20,BOLBOL
20,"Hotel Bozica, Sipan",56,25,SIPBOZICA
3,"Hotel Capital, Zagreb",56,5,ZAGREBCAPITAL
20,"Hotel Cavtat, Cavtat",56,26,CAVCAVTAT
20,"Hotel Continental, Opatija",56,18,OPACONTINENTAL
7,"Hotel Croatia, Cavtat",56,26,CAV56
20,"Hotel Degenija, Plitvice",56,15,PLIDEGENIJA
20,"Hotel Dubrovnik, Zagreb",56,5,ZAGDUBROVNIK
7,"Hotel Dubrovnik Palace, Dubrovnik",56,3,DBVDUBROPALACE
7,"Hotel Excelsior, Dubrovnik",56,3,DBVEXCELSIOR
20,"Hotel Fabris, Korcula",56,1,KORFABRIS
20,"Hotel Fenomen, Plitvice",56,15,PLIFENOMEN
20,"Hotel International, Zagreb",56,5,ZAGINTERNA
20,"Hotel Jagerhorn, Zagreb",56,5,ZAGJAGERHORN
20,"Hotel Jarun, Zagreb",56,5,ZAGJARUN
20,"Hotel Kastel, Motovun",56,27,MOTKASTEL
20,"Hotel Kazbek, Dubrovnik",56,3,DBVKAZBEK
7,"Hotel Kompas, Dubrovnik",56,3,DBVKOMPAS
20,"Hotel Korsal, Korcula",56,1,KORKORSAL
20,"Hotel Lapad, Dubrovnik",56,3,DBVLAPAD
20,"Hotel Lemongarden, Sutivan",56,28,SUTLEMONGARDEN
20,"Hotel Lero, Dubrovnik",56,3,DBVLERO
8,"Aminess Liburna Hotel , Korcula",56,1,KORLIBURNA
20,"Hotel Luxe, Split",56,2,SPLLUXE
20,"Hotel Lyra Plitvice, Plitvice",56,15,PLILYRA
20,"Hotel Marul, Split",56,2,SPLMARUL
20,"Hotel More, Dubrovnik",56,3,DBVMORE
20,"Hotel Navis, Opatija",56,18,OPANAVIS
20,"Hotel Niko, Zadar",56,21,ZADNIKO
20,"Hotel Odisej, Mljet",56,13,MILODISEJ
20,"Hotel Ora, Split",56,2,SPLORA
20,"Hotel Osam, Supetar",56,29,SUPOSAM
20,"Hotel Osejava, Makarska",56,30,MAKOSEJAVA
20,"Hotel Palcich, Plitvice Lakes",56,7,PLIPALCI
20,"Hotel Park, Split",56,2,SPLPARK
20,"Hotel Pasike, Trogir",56,19,TROPASIKE
20,"Hotel Peristil, Split",56,2,SPLPERISTIL
20,"Hotel Podstine, Hvar",56,4,HVAPODSTINE
20,"Hotel Posh, Split",56,2,SPLPOSH
20,"Hotel San Giorgio, Vis",56,31,VISSANGIORGIO
20,"Hotel Savoy, Opatija",56,18,OPASAVOY
20,"Hotel Sipan, Sipan",56,25,SIPSIPAN
20,"Hotel Stari Grad, Dubrovnik",56,3,DBVSTARIGRAD
20,"Hotel Trogir Palace, Trogir",56,19,TROPALACE
20,"Hotel Uvala, Dubrovnik",56,3,DBVUVALA
20,"Hotel Vestibul Palace, Split",56,2,SPLVESTIBUL
20,"Hotel Villa Ariston, Opatija",56,18,OPAVILARISTON
20,"Hotel Villa Kapetanovic, Opatija",56,18,OPAVILKAPETANO
20,"Hotel Zagreb, Dubrovnik",56,3,DBVZAGREB
20,"Huma Hotel Kotor Bay, Kotor",56,8,KOTHUMA
20,"Jupiter Heritage Hotel, Split",56,2,SPLJUPITER
8,"Aminess Korcula Heritage Hotel, Korcula",56,1,KORDELAVILLE
20,"Lafodia Hotel and Resort, Lopud",56,32,LOPLAFODIA
20,"Le Meridien Lav, Split",56,2,SPLLEMERIDIEN
20,"Lesic Dimitri Palace, Korcula",56,1,KORLESICDIMITRI
20,"Lifestyle Hotel Vitar, Bol",56,20,BOLLIFEVITAR
5,"Hotel Lone, Rovinj",56,16,ROVLONE
8,"Marko Polo Hotel, Korcula",56,1,KORMARKOPOLO
20,"Marmont Hotel Heritage, Split",56,2,SPLMARMONT
20,"Marvie Hotel and Health, Split",56,2,SPLMARVIE
20,Meneghetti Wine Hotel & Winery,56,33,CROMENGH
5,"Monte Mulini Hotel, Rovinj",56,16,ROVMONTEMULINI
20,"Neptun Hotel, Dubrovnik",56,3,DBVNEPTUNE
20,"Oasi - Boutique Hotel & Restaurant, Pula",56,23,PULOASI
20,"One Suite Hotel, Dubrovnik",56,3,DBVONESUITE
1,"Palace Elisabeth Hvar Heritage Hotel, Hvar",56,4,HVAELISABETHPAL
20,"Palace Hotel, Zagreb",56,5,ZAGPALACE
20,"Palace Judita Heritage Hotel, Split",56,2,SPLJUDITAPALACE
20,"Palace Suites Heritage Hotel, Split",56,2,SPLPALACESUITES
20,"Park Plaza Arena Pula, Pula",56,23,PULPPARENA
20,"Park Plaza Histria Pula, Pula",56,23,PULPPHISTRIA
20,"Park Plaza Verudela, Pula",56,23,PULVERUPARKPLAZ
1,"Pharos Hvar Bayhill Hotel, Hvar",56,4,HVAPHAROSBAY
20,"Piazza Heritage Hotel, Split",56,2,SPLPIAZZA
20,"Plaza Marchi Old Town, Split",56,2,SPLMAROT
20,"Plitvice Miric Inn, Plitvice",56,15,PLIMIRICINN
8,"Aminess Port 9 Hotel, Korcula",56,1,KORPORT9
20,"Radisson Blu Resort and Spa, Split",56,2,SPLRADIBLU
9,"Hotel Admiral, Opatija",56,18,OPAREMIADMIRAL
9,"Heritage Hotel Imperial, Opatija",56,18,OPARPHERITAGE
9,"Hotel Ambasador, Opatija",56,18,OPARPAMBASADOR
9,"Hotel Kvarner, Opatija",56,18,OPARPKVARNER
20,"Residence Rovinj, Rovinj",56,16,ROVRESIDENCE
1,"Riva Yacht Harbour Hotel, Hvar",56,4,HVARIVAYACHT
20,"Rixos Libertas Dubrovnik, Dubrovnik",56,3,DBVRIXOSLIBERTA
20,"Royal Blue Hotel, Dubrovnik",56,3,DBVROYALBLUE
20,"Royal Princess Hotel, Dubrovnik",56,3,DBVROYALPRINCES
20,"Royal Suites, Split",56,2,SPLROYALESUITES
20,"Sheraton Dubrovnik Riviera Hotel, Dubrovnik",56,3,DBVSHERATON
20,"Sheraton Zagreb Hotel, Zagreb",56,5,ZAGSHERATON
20,"Spirito Santo Palazzo Storico, Rovinj",56,16,ROVSPIRITOSANTO
20,"Splendida Palace, Split",56,2,SPLSPLENDI
20,"St. Joseph's Boutique Hotel, Dubrovnik",56,3,DBVSTJOSEPH
20,"Sun Gardens Hotel, Dubrovnik",56,3,CROSUNGARDENS
20,"Taras Lodge, Korcula",56,1,KORTARASLODGE
20,"The Melegran, Rovinj",56,16,ROVMEL
20,"The Pucic Palace, Dubrovnik",56,3,DBVPUCICPALACE
20,"The Westin Zagreb, Zagreb",56,5,ZAGWESTIN
10,"Valamar Argosy Hotel, Dubrovnik",56,3,DBVVALAARGOSY
10,"Valamar Collection Dubrovnik President Hotel, Dubrovnik",56,3,DBVVALAPRESIDEN
10,"Valamar Crystal Hotel, Porec",56,34,PORVALAMCRYSTAL
10,"Valamar Isabella Island Resort, Porec",56,34,PORVALAMISABEL
10,"Valamar Lacroma Dubrovnik Hotel, Dubrovnik",56,3,DBVVALALACROMA
10,"Valamar Riviera Hotel & Residence, Porec",56,34,PORVALAMRIVIERA
20,"Villa Allure of Dubrovnik, Dubrovnik",56,3,DBVVILALLURE
20,"Villa Dubrovnik, Dubrovnik",56,3,DBVVILDUBROVNIK
20,"Villa Giardino, Bol",56,20,BOLGIARDINO
20,"Villa Glavic, Dubrovnik",56,3,DBVVILGLAVIC
20,"Villa Lika, Plitvice",56,15,PLIVILLIKA
20,"Villa Nepos, Split",56,2,SPLVILLANEPOS
20,"Villa Nora, Hvar",56,4,HVAVILNORA
20,"Villa Orsula, Dubrovnik",56,3,DBVVILORSULA
20,"Villa Split Heritage Hotel, Split",56,2,SPLVILHERITAGE
20,"Villa Toni Design Apartments, Split",56,2,SPLVILTON
20,"Villa Tuttorotto, Rovinj",56,16,ROVVILTUTTORO
20,Wine and Heritage Hotel Roxanich,56,35,MOTWINEHERITAGE
20,"XII Century Heritage Hotel, Trogir",56,19,TROXIICENTURY
20,"Duodo Palace Hotel, Venice",56,36,VENDUOP
20,"Hotel Nani Mocenigo, Venice",56,36,VENNAMO
20,"Palazzo Giovanelli & Gran Canal, Venice",56,36,VENPALGIO
20,"Aman Resort, Sveti Stefan",150,37,SVEAMAN
20,"Amfora Casa Del Mare, Kotor",150,38,KOTAMCDM
20,"Boutique Hotel Hippocampus, Kotor",150,38,KOTHIPPOCAMPUS
20,"Dukley Hotel and Resort, Budva",150,39,BUDDUKLEY
20,"Hotel Astoria, Kotor",150,38,KOTASTORIA
20,"Hotel Budva, Budva",150,39,BUDBUDVA
20,"Hotel Conte, Perast",150,40,PERCONTE
20,"Hotel Forza Mare, Kotor",150,38,KOTFORZAMARE
20,"Hotel Forza Terra, Kotor",150,38,KOTFORZATERRA
20,"Hotel Monte Cristo, Kotor",150,38,KOTMONTECRISTO
20,"Hotel Porto IN, Kotor",150,38,KOTPORTOIN
20,"Hotel Vardar, Kotor",150,38,KOTVARDAR
20,"La Perla Hotel, Tivat",150,41,TIVLAPERLA
20,"La Roche Hotel, Tivat",150,41,TIVLAROCHE
20,"Maestral Resort and Casino, Sveti Stefan",150,37,SVEMAESTRAL
20,Regent Porto Montenegro - Pool Club Residences,150,42,TIVRPMPOOLCLUB
20,Regent Porto Montenegro - Venezia Wing,150,43,TIVRPMVENEZIA
20,"The Chedi Lustica Bay, Tivat",150,41,TIVCHEDILUSTICA
20,"Adora Hotel, Ljubljana",206,44,LUBADORA
20,"Ahotel Hotel, Ljubljana",206,44,LUBAHOTEL
20,"Best Western Hotel Slon, Ljubljana",206,44,LUBBESTWESTERN
20,"City Hotel Ljubljana, Ljubljana",206,44,LUBCITYHOTEL
20,"G Designe Hotel , Ljubljana",206,44,LUBGDESIGNE
20,"Grand Hotel Union, Ljubljana",206,44,LUBGRANDUNION
20,"Grand Toplice Hotel, Bled",206,45,BLEGRANDTOPLICE
20,"Hotel Astoria Bled, Bled",206,45,BLEASTORIA
20,"Hotel Cubo, Ljubljana",206,44,LUBCUBO
20,"Hotel Galleria, Ljubljana",206,44,SLOHOTGALL
20,"Hotel Triglav, Bled",206,45,BLETRIGLAV
20,"InterContinental, Ljubljana",206,44,LUBINTERCONT
20,"Lesar Angel Hotel, Ljubljana",206,44,LUBLESARANGEL
20,"NOX Hotel, ljubljana",206,44,LUBNOX
20,"Uhotel, Ljubljana",206,44,LUBUHOTEL
20,"Urban Boutique Hotel, Ljubljana",206,44,LUBURBANBOUT
20,"Vila Bled, Bled",206,45,BLEVILBLED
11,MV Admiral,56,2,CRODLXADMI
12,MS Adriatic Queen,56,2,CRODLXADQU
11,MV Adriatic Sun,56,2,CRODLXADSU
13,MS Ambassador,56,2,CRODLXAMBA
14,MV Antaris,56,2,CRODLXANTA
11,MV Aquamarin,56,2,CRODLXAQUA
15,MS Arca,56,2,CRODLXARCA
11,MS Aurelia,56,2,CRODLXAURE
11,MV Avangard,56,2,CRODLXAVAN
11,MV Ave Maria,56,2,CRODLXAVEM
12,MS Bella,56,2,CRODLXBELLA
11,MV Black Swan,56,2,CRODLXBLAC
15,MS Desire,56,2,CRODLXDESI
14,MV Diamond,56,2,CRODLXDIAM
15,MS Equator,56,2,CRODLXEQUA
11,MV Fantazija,56,2,CRODLXFANT
20,MS Freedom,56,2,CRODLXFREE
11,MV Futura,56,2,CRODLXFUTU
11,MV Infinity,56,2,CRODLXINFI
13,MS Kapetan Bota,56,2,CRODLXKAPE
20,MS Karizma,56,2,CRODLXKARI
11,MV Katarina,56,2,CRODLXKATA
20,MS Kleopatra,56,2,CRODLXKLEO
13,MS Mama Marija,56,2,CRODLXMAMA
11,MV Maritimo,56,2,CRODLXMARI
11,MV Markan,56,2,CRODLXMARK
15,MV My Way,56,2,CRODLXMYWA
15,MV My Wish,56,2,CRODLXMYWI
14,MS New Star,56,2,CRODLXNEWS
15,MS Prestige,56,2,CRODLXPRES
11,MV Riva,56,2,CRODLXRIVA
11,MV San Antonio,56,2,CRODLXSANA
13,MS Sea Swallow,56,2,CRODLXSEAS
15,MS Stella Maris,56,2,CRODLXSTEL
13,MS Summer,56,2,CRODLXSUMM
16,MV Bellissima,56,2,CROSIGBELL
16,MV Memories,56,2,CROSIGMEMO
11,MS Amalia,56,2,CROSUPAMAL
14,MV Aurora,56,2,CROSUPAURO
11,MV Dream,56,2,CROSUPDREA
15,MS Eden,56,2,CROSUPEDEN
11,MS Lupus Mare,56,2,CROSUPLUPU
11,MS Majestic,56,2,CROSUPMAJE
11,MV Moonlight,56,2,CROSUPMOON
11,MV Nautilus,56,2,CROSUPNAU
11,MS Paradis,56,2,CROSUPPARA
15,MS Princess Aloha,56,2,CROSUPPRIN
11,MS Seagull,56,2,CROSUPSEAG
11,MS Spalato,56,2,CROSUPSPAL
13,MS Splendid,56,2,CROSUPSPLE
14,MV Ban,56,2,CRODLXBAN
14,MV Cristal,56,2,CRODLXCRIS
14,MS Lastavica,56,2,CRODLXLAST
14,MS President,56,2,CRODLXPRES
14,MV Symphony,56,2,CRODLXSYMP
16,MV Phoenix,56,2,CRDLXPHEON
11,MS Adriatic Sky,56,2,CRODLXASKY
11,MV Rhapsody,56,2,CRODLXRHAP
13,MS Invictus,56,2,CRODLXINVI
13,MS San Spirito,56,2,CRODLXSANS
13,MS Swallow,56,2,CRODLXSWAL
13,MS Mama Marija II,56,2,CRODLXMAM2
13,MS Oscar,56,2,CRODLXOSCA
12,MS Adriatic King,56,2,CRODLXAKING
17,Lady Gita,56,2,CROYACHGITA
17,Agape Rose,56,2,CROYACHROSE
17,Son de Mar,56,2,CROYACHSOND
17,Alba,56,2,CROYACHALBA
17,Vito,56,2,CROYACHVITO
18,Anima Maris,56,2,CROYACHANIM
18,Corsario,56,2,CROYACHCORS
18,Dalmatino,56,2,CROYACHDALM
18,Love Story,56,2,CROYACHLOVE
18,Rara Avis,56,2,CROYACHRARA
18,Morning Star,56,2,CROYACHMORN
18,Allure,56,2,CROYACHALLU
19,Grey Goose Catamaran,56,2,CROSAILGREY
20,Jadrolinija,56,2,
20,Kapetan Luka (Krilo),56,2,
20,Croatia Airlines,56,5,
